n_ca	segment_count	local_constraint_count	input_to_second_state_ca_rmsd_A	linear_space_eta	constrained_space_eta	linear_space_maximum_overlap	constrained_space_maximum_overlap	summary_k	linear_cumulative_overlap_at_summary_k	constrained_cumulative_overlap_at_summary_k	delta_cumulative_overlap_at_summary_k	linear_leading_mode_concentration	constrained_leading_mode_concentration	delta_leading_mode_concentration	local_distance_change_rms_per_1A_ca_rms_A	constraint_rank	constrained_nullity
435	1	867	4.394862428495619	1.0000000000000002	0.9794116412178868	1.0	0.9896522829852346	10	0.97352409180216	0.9732493905467149	-0.00027470125544515334	0.9477491573192203	0.967125911452004	0.019376754132783724	0.1314591922060536	867	432
